date,value
2012-06-01,26.82641
2012-07-01,8.03112
2012-08-01,3.10427
2012-09-01,17.49573
2012-10-01,30.6903
2012-11-01,43.67726
2012-12-01,61.17216
2013-01-01,-33.19645
2013-02-01,-35.47809
2013-03-01,-36.68127
2013-04-01,-35.67695
2013-05-01,-32.44911
2013-06-01,-31.43033
2013-07-01,-25.57788
2013-08-01,-21.20918
2013-09-01,-25.51385
2013-10-01,-40.79739
2013-11-01,-49.12169
2013-12-01,-59.53125
2014-01-01,9.85213
2014-02-01,16.48714
2014-03-01,13.38171
2014-04-01,11.72721
2014-05-01,9.39117
2014-06-01,8.64031
2014-07-01,12.84533
2014-08-01,7.21109
2014-09-01,8.89322
2014-10-01,21.78781
2014-11-01,33.16637
2014-12-01,40.17199
2015-01-01,26.37629
2015-02-01,28.09843
2015-03-01,17.65144
2015-04-01,13.19167
2015-05-01,8.16752
2015-06-01,6.53343
2015-07-01,4.74412
2015-08-01,8.72377
2015-09-01,8.01542
2015-10-01,12.69976
2015-11-01,3.50618
2015-12-01,-0.8013
2016-01-01,-0.09574
2016-02-01,-10.54838
2016-03-01,3.89627
2016-04-01,-3.59078
2016-05-01,-5.83998
2016-06-01,-11.72209
2016-07-01,-6.3119
2016-08-01,-5.5651
2016-09-01,-8.7084
2016-10-01,-6.50019
2016-11-01,-1.49254
2016-12-01,-10.82923
2017-01-01,-8.64878
2017-02-01,4.20409
2017-03-01,-2.14294
2017-04-01,8.11553
2017-05-01,24.95902
2017-06-01,28.12546
2017-07-01,24.32699
2017-08-01,26.31579
2017-09-01,20.75419
2017-10-01,19.13837
2017-11-01,9.60474
2017-12-01,5.87403
2018-01-01,12.0771
2018-02-01,10.56707
2018-03-01,12.08162
2018-04-01,11.19304
2018-05-01,1.3775
2018-06-01,11.25601
2018-07-01,13.8533
2018-08-01,13.86303
2018-09-01,21.87139
2018-10-01,18.70001
2018-11-01,22.76716
2018-12-01,78.99733
2019-01-01,55.90266
2019-02-01,52.92589
2019-03-01,40.28641
2019-04-01,33.21013
2019-05-01,25.81689
2019-06-01,17.44808
2019-07-01,8.88181
2019-08-01,9.25547
2019-09-01,7.7821
2019-10-01,9.53782
2019-11-01,10.4083
2019-12-01,-23.81059
2020-01-01,-12.89306
2020-02-01,-7.37977
2020-03-01,60.81348
2020-04-01,388.13449
2020-05-01,246.90152
2020-06-01,185.4329
2020-07-01,193.26017
2020-08-01,114.34171
2020-09-01,102.01638
2020-10-01,90.07971
2020-11-01,80.26783
2020-12-01,99.78433
2021-01-01,218.17007
2021-02-01,78.57713
2021-03-01,179.09162
2021-04-01,-62.6187
2021-05-01,-56.74153
2021-06-01,-53.27404
2021-07-01,-47.35874
2021-08-01,-35.27138
2021-09-01,-42.65353
2021-10-01,-44.52801
2021-11-01,-44.08914
2021-12-01,-45.06379
2022-01-01,-82.03899
2022-02-01,-70.62528
2022-03-01,-91.33946
2022-04-01,-81.62791
2022-05-01,-75.92529
2022-06-01,-75.681
2022-07-01,-64.8599
2022-08-01,-62.49759
2022-09-01,-54.32849
2022-10-01,-49.4659
2022-11-01,-41.12626
2022-12-01,-36.06645
2023-01-01,26.8506
2023-02-01,41.52349
2023-03-01,119.82899
2023-04-01,147.59007
2023-05-01,150.34401
2023-06-01,177.19298
2023-07-01,60.08092
2023-08-01,66.54682
2023-09-01,50.82376
2023-10-01,53.00813
2023-11-01,44.34315
2023-12-01,28.51355
2024-01-01,39.46993
2024-02-01,23.14138
2024-03-01,4.13966
2024-04-01,7.96382
2024-05-01,-0.05686
2024-06-01,0.35054
2024-07-01,1.25316
2024-08-01,-1.78865
2024-09-01,-1.48957
2024-10-01,1.27524
2024-11-01,-7.53779
2024-12-01,-8.33786
